max_aqi,mean(means)
14.702521870211594,1.695209987077595
13.739924128808351,1.5572007571522297
14.089649557782899,1.832082768371372
18.458082375170736,1.845224722255785
17.16311050320337,1.8046116992428862
13.6913443215266,1.617620578809349
13.309150591217515,1.5319545758137023
16.20624485376753,1.6605897354287293
12.796313605199531,1.57601366796827
16.36143803946967,1.659149509848714
13.20581968638083,1.5935998228853565
15.188470729887287,1.7824429979305048
15.967133931224753,1.7795494854879361
14.593844177308652,1.5674879038890828
15.007049348834098,1.4927728713778516
16.317939347770004,1.6553452782815072
14.1307879473589,1.5141343025614065
18.37303578819798,1.715804575101498
14.246856335029126,1.6252425626126294
16.956389953870634,1.5189817458449697
16.26509715395972,1.6283731916145348
15.076060791257124,1.7299351789767659
17.26466526108657,1.7117200207291545
14.887743156839415,1.7008122896872562
16.037851337554283,1.6524161518740514
14.209775542702596,1.5408281673012623
18.489562425796603,1.9530662747584542
19.15115762660925,1.6896593103972595
17.329961313760474,1.5210162681077286
17.55458579371644,1.5858935401923966
12.701205478564,1.4684683631307656
18.991082837745015,1.8602257445281305
18.03945258547737,1.6820744131783156
15.510329149836377,1.6307572144458469
15.751233188098723,1.8093120141531847
14.964827155585377,1.5576698615705435
14.196219706285756,1.65575972463487
13.548193289467287,1.5286111512962304
14.805803526170003,1.378842706479085
15.759106314919794,1.7196332851136376
12.575959860505803,1.5878725044402495
16.726091490612227,1.7219907581779086
14.29491433376445,1.7489220117188151
14.109311507268771,1.5134552389671796
15.349382567581547,1.7276783407050063
14.933590294833031,1.5849820377166806
12.821654979440744,1.6822788274452434
15.619237175153,1.627097327477096
14.13682824839661,1.555520082982984
15.375205691057625,1.6735727426841347
14.004786827574032,1.681742531621036
14.713697025926,1.4517704269485179
15.12046526842507,1.6003615619107634
16.7145327701648,1.7750075882681162
14.895373310156353,1.5991243817728065
15.363239644504233,1.681437699431928
16.636142866823207,1.6008914484050687
15.824742165428892,1.674450354457788
16.17756230254876,1.6825465149209735
11.334041544470699,1.4240379196284416
